TypeDescription,Score,Grade,Latitude,Longitude
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.2244,-85.8093
"RETAIL-FOOD  10,000 SQ FT OR LESS",91,,38.1379,-85.6827
FOOD SERVICE,96,A,38.1064,-85.8637
FOOD SERVICE,100,A,38.2402,-85.7242
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.2478,-85.7581
FOOD SERVICE,90,A,38.2462,-85.7328
FOOD SERVICE,100,A,38.2554,-85.7441
FOOD SERVICE,99,A,38.188,-85.5185
FOOD SERVICE,97,A,38.2537,-85.7571
FOOD SERVICE,100,A,38.2533,-85.7572
FOOD SERVICE,94,A,38.2035,-85.7511
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1549,-85.6998
FOOD SERVICE,100,A,38.1585,-85.765
RETAIL WITH LIMITED SERVICE,100,,38.2619,-85.7909
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2356,-85.7965
FOOD SERVICE,96,A,38.1832,-85.6291
FOOD SERVICE,93,A,38.1555,-85.5905
FOOD SERVICE,100,A,38.2127,-85.7209
PRE-PACKAGED RETAIL,100,,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2571,-85.7304
FOOD SERVICE,100,A,38.2546,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1978,-85.5687
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2615,-85.6379
FOOD SERVICE,100,A,38.882,-85.6696
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1945,-85.8052
PRE-PACKAGED RETAIL,100,,38.2204,-85.8104
FOOD SERVICE,85,,38.341,-85.6184
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2504,-85.6363
FOOD SERVICE,94,A,38.2536,-85.7043
FOOD SERVICE,100,A,38.252,-85.7545
FOOD SERVICE,100,A,38.252,-85.7545
FOOD SERVICE,93,,38.2319,-85.7085
STATIONARY RESTRICTED CONCESSON,100,,38.1405,-85.6696
FOOD SERVICE,98,A,38.1888,-85.519
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,A,38.1888,-85.519
FOOD SERVICE,100,A,38.1481,-85.5883
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,A,38.1044,-85.8516
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,,38.1425,-85.8702
FOOD SERVICE,100,A,38.2557,-85.7153
FOOD SERVICE,100,A,38.2518,-85.7579
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2518,-85.6217
STATIONARY RESTRICTED CONCESSON,100,,38.2041,-85.7717
STATIONARY RESTRICTED CONCESSON,99,,38.2041,-85.7717
FOOD SERVICE,68,C,38.1572,-85.6608
FOOD SERVICE,93,A,38.2457,-85.7537
FOOD SERVICE,97,A,38.2867,-85.5758
FOOD SERVICE,100,A,38.2042,-85.7718
FOOD SERVICE,99,A,38.2042,-85.7718
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2194,-85.7291
FOOD SERVICE (HOSPITAL / NURSING HOME,94,A,38.2273,-85.6944
FOOD SERVICE,,,0,0
PRE-PACKAGED RETAIL,92,,38.215,-85.7954
PRE-PACKAGED RETAIL,99,,38.1561,-85.6611
FOOD SERVICE,100,A,38.2521,-85.6533
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2677,-85.5883
PRE-PACKAGED RETAIL,98,,38.3381,-85.6211
FOOD SERVICE,96,A,38.2253,-85.578
FOOD SERVICE,97,A,38.1384,-85.6758
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1369,-85.6829
FOOD SERVICE,97,A,38.2569,-85.7169
FOOD SERVICE,96,A,38.2193,-85.623
FOOD SERVICE,90,,38.235,-85.7614
FOOD SERVICE,100,A,38.916,-85.6707
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1291,-85.6817
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.1819,-85.627
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1911,-85.6479
FOOD SERVICE,100,A,38.1387,-85.6197
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2142,-85.7831
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.1912,-85.7423
FOOD SERVICE,98,A,38.2823,-85.6975
FOOD SERVICE,98,A,38.1898,-85.5657
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,A,38.284,-85.6308
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.1394,-85.7543
FOOD SERVICE,,,38.2451,-85.7034
FOOD SERVICE,99,A,38.2585,-85.6368
FOOD SERVICE,99,A,38.2542,-85.6561
FOOD SERVICE,97,A,38.257,-85.7618
FOOD SERVICE,100,A,38.257,-85.7617
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.1048,-85.7624
FOOD SERVICE,100,A,38.1738,-85.6594
PRE-PACKAGED RETAIL,96,,38.1843,-85.6389
FOOD SERVICE,79,C,38.1357,-85.6126
FOOD SERVICE,96,A,38.1003,-85.8719
FOOD SERVICE,99,A,38.2448,-85.5806
FOOD SERVICE,94,A,38.3332,-85.5552
FOOD SERVICE,100,A,38.2523,-85.6508
SCHOOL CAFETERIA OR FOOD SERVICE,98,A,38.1078,-85.8678
PRE-PACKAGED RETAIL,95,,38.2268,-85.7353
FOOD SERVICE,97,A,38.247,-85.7582
FOOD SERVICE,93,A,38.2476,-85.7579
FOOD SERVICE COMMISSARY,100,A,38.2539,-87.7812
FOOD SERVICE,88,C,38.1335,-85.5773
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2477,-85.7583
FOOD SERVICE,94,A,38.2866,-85.5773
FOOD SERVICE,98,A,38.2474,-85.6064
FOOD SERVICE (HOSPITAL / NURSING HOME,97,A,38.2385,-85.7307
FOOD SERVICE,98,A,38.2359,-85.7157
FOOD SERVICE,98,A,38.2328,-85.7111
FOOD SERVICE,97,A,0,0
FOOD SERVICE,98,A,38.152,-85.454
FOOD SERVICE,96,A,38.152,-85.454
FOOD SERVICE,100,A,38.152,-85.454
FOOD SERVICE (HOSPITAL / NURSING HOME,98,A,38.2428,-85.7227
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.227,-85.769
FOOD SERVICE,94,A,38.2292,-85.7579
FOOD SERVICE,75,C,38.1683,-85.7068
RETAIL WITH LIMITED SERVICE,96,,38.2367,-85.7485
FOOD SERVICE,98,A,38.2168,-85.5869
FOOD SERVICE,100,A,38.2529,-85.6606
FOOD SERVICE,100,A,38.252,-85.7545
"RETAIL-FOOD  10,001 SQ FT OR OVER",98,,38.1714,-85.7701
FOOD SERVICE,100,A,38.1844,-85.7226
FOOD SERVICE,92,A,38.1573,-85.7058
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.155,-85.6592
FOOD SERVICE,98,A,38.155,-85.6592
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.1876,-87.5243
PRE-PACKAGED RETAIL,98,,38.2106,-85.745
FOOD SERVICE,100,A,38.2517,-85.7588
FOOD SERVICE,97,A,38.2137,-85.5878
FOOD SERVICE,90,A,38.2188,-85.6295
PRE-PACKAGED RETAIL,100,,38.1981,-85.26
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1964,-85.6505
FOOD SERVICE,97,A,38.95,-85.3551
PRE-PACKAGED RETAIL,100,,38.1305,-85.5785
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1473,-85.8289
RETAIL BAKERY,94,,37.1222,-85.8554
FOOD SERVICE,100,A,38.2042,-85.7718
FOOD SERVICE,99,A,38.2042,-85.7718
FOOD SERVICE,87,A,38.2255,-85.6504
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.1026,-85.8692
"RETAIL-FOOD  10,001 SQ FT OR OVER",95,A,38.1289,-85.779
"RETAIL-FOOD  10,001 SQ FT OR OVER",91,,38.1289,-85.779
FOOD SERVICE,100,A,38.252,-85.7545
"RETAIL-FOOD  10,000 SQ FT OR LESS",92,,38.155,-85.6592
FOOD SERVICE,100,A,38.1352,-85.6833
FOOD SERVICE,96,A,38.2534,-85.7571
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2497,-85.8036
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.1827,-85.6286
FOOD SERVICE,97,A,38.1841,-85.8004
FOOD SERVICE,96,A,38.143,-85.433
FOOD SERVICE,91,A,38.2459,-85.7052
SUPERMARKET WITH PROCESSING,95,,38.2278,-85.7764
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,0,0
FOOD SERVICE,97,A,38.2458,-85.7566
FOOD SERVICE,100,A,38.3079,-85.5472
FOOD SERVICE,100,A,38.225,-85.7064
FOOD SERVICE,95,A,38.1888,-85.8117
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,0,0
FOOD SERVICE,,,38.2603,-85.7095
FOOD SERVICE,,,38.14,-85.375
FOOD SERVICE,,,38.14,-85.375
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1819,-85.627
FOOD SERVICE,,,38.811,-85.883
PRE-PACKAGED RETAIL,97,A,38.2504,-85.751
PRE-PACKAGED RETAIL,100,,38.2504,-85.751
STATIONARY RESTRICTED CONCESSON,98,,38.2171,-85.6778
FOOD SERVICE,97,A,38.2007,-85.686
FOOD SERVICE,100,A,38.1561,-85.6596
FOOD SERVICE,96,A,38.2207,-85.7042
SCHOOL CAFETERIA OR FOOD SERVICE,,,38.1712,-85.6907
FOOD SERVICE,98,A,38.2533,-85.396
FOOD SERVICE,97,A,38.1301,-85.5761
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.2016,-85.5746
FOOD SERVICE,,,38.2544,-85.7585
FOOD SERVICE,,,38.1703,-85.687
FOOD SERVICE,,,38.1572,-85.708
FOOD SERVICE,95,A,38.3063,-85.2016
FOOD SERVICE,97,A,38.2153,-85.7435
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1228,-85.874
SCHOOL CAFETERIA OR FOOD SERVICE,,,38.2577,-85.7129
PRE-PACKAGED RETAIL,,,38.2141,-85.743
PRE-PACKAGED RETAIL,,,38.2141,-85.743
FOOD SERVICE,,,38.2403,-85.724
FOOD SERVICE,,,38.2535,-85.7452
FOOD SERVICE,99,A,38.1405,-85.6696
FOOD SERVICE,97,A,38.2526,-85.6523
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1319,-85.5773
PRE-PACKAGED RETAIL,,,38.3009,-85.5445
FOOD SERVICE,,,38.2005,-85.6604
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1782,-85.8194
FOOD SERVICE,96,A,38.2146,-85.6544
FOOD SERVICE,98,A,38.2234,-85.6527
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1649,-85.6802
FOOD SERVICE,98,A,38.2252,-85.5796
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2491,-85.6048
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2007,-85.751
FOOD SERVICE,100,A,38.1844,-85.7177
FOOD SERVICE,99,A,38.3014,-85.5476
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.2138,-85.5383
PRE-PACKAGED RETAIL,98,,38.1646,-85.5977
FOOD SERVICE,99,A,38.1525,-85.5878
FOOD SERVICE,95,A,38.1532,-85.5889
"RETAIL-FOOD  10,001 SQ FT OR OVER",97,A,38.1597,-85.7642
FOOD SERVICE,100,A,38.1083,-85.6716
FOOD SERVICE,98,A,38.1083,-85.6716
FOOD SERVICE,100,A,38.1083,-85.6716
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.2244,-85.8093
FOOD SERVICE,97,A,38.2341,-85.6346
FOOD SERVICE,100,A,38.515,-85.8952
SUPERMARKET WITH PROCESSING,91,,38.2451,-85.7648
FOOD SERVICE,93,A,38.2205,-85.7774
FOOD SERVICE,100,A,38.2569,-85.7626
FOOD SERVICE,95,A,38.1271,-85.7903
FOOD SERVICE,99,A,38.871,-85.6655
FOOD SERVICE,96,A,38.2186,-85.626
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2426,-85.7551
FOOD SERVICE,97,A,38.2331,-85.6395
FOOD SERVICE,,,38.253,-85.6538
FOOD SERVICE,,,38.253,-85.6538
FOOD SERVICE,,,38.1743,-85.767
FOOD SERVICE,,,38.2565,-85.6499
FOOD SERVICE,98,A,38.2147,-85.6754
FOOD SERVICE,100,A,38.2273,-85.7715
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,0,0
FOOD SERVICE,99,A,38.252,-85.6383
SUPERMARKET WITH PROCESSING,96,,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,,38.2078,-85.7862
FOOD SERVICE,98,A,38.2027,-85.7633
FOOD SERVICE,97,A,38.2486,-85.7598
FOOD SERVICE,98,A,38.2511,-81.7796
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2206,-85.6454
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2206,-85.6454
FOOD SERVICE,100,A,38.2042,-85.7569
FOOD SERVICE,100,A,38.2058,-85.7591
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2477,-85.7762
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.2477,-85.7762
FOOD SERVICE,100,A,38.1611,-85.779
"RETAIL-FOOD  10,001 SQ FT OR OVER",100,A,38.3001,-85.5458
FOOD SERVICE,97,A,38.1237,-85.6431
FOOD SERVICE,96,A,38.2473,-85.7722
PRE-PACKAGED RETAIL,100,,38.1976,-85.7824
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.995,-85.8722
FOOD SERVICE,98,A,38.1724,-85.8659
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2061,-85.7659
SUPERMARKET WITH PROCESSING,94,,38.25598,-85.77991
SUPERMARKET WITH PROCESSING,100,,38.2569,-85.756
FOOD SERVICE,94,C,38.2532,-85.7547
FOOD SERVICE,99,A,38.2265,-85.5784
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1002,-85.6647
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,97,A,38.2501,-85.806
FOOD SERVICE,98,A,38.308,-85.5766
FOOD SERVICE,,,38.2935,-85.5581
FOOD SERVICE,,,38.2935,-85.5581
FOOD SERVICE,96,A,38.2507,-85.6229
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2518,-85.6217
STATIONARY RESTRICTED CONCESSON,100,,38.2042,-85.7718
FOOD SERVICE,99,A,38.2042,-85.7718
FOOD SERVICE,95,A,38.2042,-85.7718
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2498,-85.6138
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1948,0
FOOD SERVICE,100,A,38.1215,-85.5725
FOOD SERVICE,98,A,38.2042,-85.7718
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1818,-85.7836
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1336,-85.7526
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.3436,-85.6194
FOOD SERVICE,,,38.1836,-85.8162
FOOD SERVICE COMMISSARY,,,38.2523,-85.6517
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.2046,-85.5762
FOOD SERVICE,93,C,38.2474,-85.6186
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1745,-85.7817
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2156,-85.6771
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2392,-85.8144
FOOD SERVICE,94,,38.2266,-85.7551
"RETAIL-FOOD  10,001 SQ FT OR OVER",97,,38.2582,-85.7043
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1107,-85.8477
FOOD SERVICE,97,A,38.1924,-85.7414
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,96,A,38.2325,-85.635
FOOD SERVICE,96,A,38.239,-85.7213
"RETAIL-FOOD  10,001 SQ FT OR OVER",90,,38.1982,-85.6636
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2422,-85.669
FOOD SERVICE,,,0,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.1984,-85.7324
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.706,-85.4606
PRE-PACKAGED RETAIL,,,38.2621,-85.8137
FOOD SERVICE,100,A,38.3152,-85.5685
FOOD SERVICE,100,A,38.2356,-85.7161
STATIONARY RESTRICTED CONCESSON,100,,38.2056,-85.7071
FOOD SERVICE,100,A,38.2056,-85.7071
FOOD SERVICE,90,A,38.2049,-85.5594
FOOD SERVICE,,,38.1397,0
FOOD SERVICE,100,A,38.1548,-85.7643
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.1588,-85.7643
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.1026,-85.8692
FOOD SERVICE,98,A,38.1292,-85.5751
FOOD SERVICE,98,A,38.2702,-85.6157
FOOD SERVICE,100,A,38.2568,-85.7583
FOOD SERVICE,100,A,38.2565,-85.7595
PRE-PACKAGED RETAIL,100,A,38.2552,-85.7583
PRE-PACKAGED RETAIL,100,,38.2552,-85.7583
FOOD SERVICE,100,A,38.2537,-85.6522
FOOD SERVICE,100,A,38.2525,-85.6529
FOOD SERVICE,96,A,38.1384,-85.6771
FOOD SERVICE,98,A,38.1334,-85.4758
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2796,-85.5947
FOOD SERVICE,100,A,38.2061,-85.7643
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.1911,-85.6479
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.1943,-85.8019
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1385,-85.6145
FOOD SERVICE,72,C,38.1547,-85.8018
FOOD SERVICE,93,A,38.1077,0
FOOD SERVICE,100,A,38.2536,-85.7012
FOOD SERVICE,,,38.2971,-85.5606
FOOD SERVICE,92,A,38.1087,-85.8661
FOOD SERVICE,100,A,38.2041,-85.7717
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,95,A,38.2083,-85.799
"RETAIL-FOOD  10,001 SQ FT OR OVER",99,A,38.1888,-85.519
FOOD SERVICE,96,A,38.2415,-85.7423
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2194,-85.7291
PRE-PACKAGED RETAIL,96,,38.1389,-85.6575
SUPERMARKET WITH PROCESSING,96,A,38.1888,-85.643
SCHOOL CAFETERIA OR FOOD SERVICE,97,A,38.2405,-85.7514
FOOD SERVICE COMMISSARY,100,A,38.2532,-85.7817
FOOD SERVICE COMMISSARY,100,A,38.2532,-85.7817
FOOD SERVICE,98,A,38.2355,-85.7621
FOOD SERVICE,98,A,38.2581,-85.7568
FOOD SERVICE,,,38.248,-85.7538
PRE-PACKAGED RETAIL,,,38.26,-85.7938
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2202,-85.7773
FOOD SERVICE,100,A,38.2279,-85.5752
FOOD SERVICE,94,A,38.1698,-85.8275
FOOD SERVICE,95,A,38.2235,-85.6662
FOOD SERVICE,,,38.2554,-85.7441
FOOD SERVICE,,,38.2537,-85.6522
FOOD SERVICE,,,38.2513,-85.6235
FOOD SERVICE,100,A,38.2544,-85.7512
FOOD SERVICE,,,38.1558,-85.5894
FOOD SERVICE,,,38.1527,-85.5983
FOOD SERVICE,,,38.983,-85.8729
FOOD SERVICE,,,38.2874,-85.578
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,A,38.1889,-85.7656
FOOD SERVICE,94,,38.2084,-85.7513
FOOD SERVICE,100,A,38.2536,-85.7461
FOOD SERVICE,100,A,38.2568,-85.7268
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.871,-85.6668
FOOD SERVICE,98,A,38.866,-85.6667
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2497,-85.9951
FOOD SERVICE,95,A,38.1782,-85.8484
FOOD SERVICE,87,C,38.2413,-85.7251
PRE-PACKAGED RETAIL,100,,38.2178,-85.586
FOOD SERVICE,100,A,38.2471,-85.6237
FOOD SERVICE,100,A,38.1466,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.196,-85.7749
FOOD SERVICE,96,A,38.191,-85.7837
FOOD SERVICE,100,A,38.2644,0
FOOD SERVICE,95,A,38.235,-85.7614
FOOD SERVICE,92,A,38.1267,-85.7747
STATIONARY RESTRICTED CONCESSON,94,,38.2863,-85.5582
FOOD SERVICE,,,38.758,-85.8844
FOOD SERVICE,91,A,38.2043,-85.557
"RETAIL-FOOD  10,000 SQ FT OR LESS",94,,38.1541,-85.5892
FOOD SERVICE,100,A,38.1543,-85.8356
"RETAIL-FOOD  10,001 SQ FT OR OVER",96,,38.202,-85.7078
SUPERMARKET WITH PROCESSING,97,,38.2657,-85.782
FOOD SERVICE,100,A,38.2273,-85.7715
FOOD SERVICE,98,A,38.2356,-85.7646
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2479,-85.6234
FOOD SERVICE,96,A,38.2521,-85.6573
FOOD SERVICE,,,38.2971,-85.5606
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2047,-85.5809
PRE-PACKAGED RETAIL,100,,38.1442,-85.8725
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,99,A,38.1841,-85.6067
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2205,-85.5838
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.254,-85.695
FOOD SERVICE,96,A,38.26,-85.7084
FOOD SERVICE,100,A,38.131,-85.453
FOOD SERVICE,94,A,38.2351,-85.7602
FOOD SERVICE,98,A,38.215,-85.5396
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,A,38.2149,-85.5392
FOOD SERVICE,100,A,38.2833,-85.6298
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.4443,-85.3268
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.4443,-85.3268
FOOD SERVICE,97,A,38.3405,-85.6188
FOOD SERVICE,97,A,38.153,-85.8029
SUPERMARKET WITH PROCESSING,97,,38.1678,-85.8289
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2588,-85.7017
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,,38.2491,-85.7818
FOOD SERVICE,98,A,38.1942,-85.5651
FOOD SERVICE,,,38.1871,-85.7085
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1666,-85.7651
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2149,-85.5392
FOOD SERVICE,98,A,38.2054,-85.7129
FOOD SERVICE,96,A,38.1536,-85.835
FOOD SERVICE (HOSPITAL / NURSING HOME,74,C,38.2428,-85.7227
FOOD SERVICE,97,A,38.1423,-85.6895
FOOD SERVICE,78,C,38.2604,-85.6872
FOOD SERVICE,98,A,38.1993,-85.703
STATIONARY RESTRICTED CONCESSON,90,,38.1448,-85.7018
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,A,38.1659,-85.6802
FOOD SERVICE,97,A,38.163,-85.678
"RETAIL-FOOD  10,000 SQ FT OR LESS",99,,38.1573,-85.842
STATIONARY RESTRICTED CONCESSON,100,,38.1949,-85.5812
FOOD SERVICE,100,A,38.1227,0
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.1317,-85.8738
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1768,-85.6662
FOOD SERVICE,97,A,38.2803,-85.59
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.2232,-85.6835
FOOD SERVICE,96,A,38.2006,-85.7331
FOOD SERVICE,97,A,38.2178,-85.7556
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.297,-85.5109
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2381,-85.7551
SCHOOL CAFETERIA OR FOOD SERVICE,99,A,38.2421,-85.7587
STATIONARY RESTRICTED CONCESSON,100,,38.2505,-85.6739
"RETAIL-FOOD  10,000 SQ FT OR LESS",87,C,38.1268,-85.7754
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.2495,-85.7235
FOOD SERVICE (HOSPITAL / NURSING HOME,100,A,38.2191,-85.7103
"RETAIL-FOOD  10,000 SQ FT OR LESS",95,A,38.293,-85.5594
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,95,A,38.2502,-85.8147
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.213,-85.5322
FOOD SERVICE,96,A,38.1235,-85.512
FOOD SERVICE,100,A,38.2348,-85.6389
FOOD SERVICE,98,A,38.2396,-85.7549
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,A,38.2378,-85.7867
FOOD SERVICE,98,A,38.2136,-85.7836
FOOD SERVICE,100,,38.2262,-85.6906
FOOD SERVICE,100,A,38.203,-85.6836
STATIONARY RESTRICTED CONCESSON,,,38.1951,-85.7383
STATIONARY RESTRICTED CONCESSON,,,38.1951,-85.7383
FOOD SERVICE,,,38.252,-85.7574
STATIONARY RESTRICTED CONCESSON,,,38.1951,-85.7383
"RETAIL-FOOD  10,000 SQ FT OR LESS",,,38.2497,-85.9951
FOOD SERVICE,,,38.758,-85.8844
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.2181,-85.7752
FOOD SERVICE,100,A,38.2355,-85.7622
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,100,A,38.3044,-85.5428
FOOD SERVICE,93,C,38.2709,-85.5706
FOOD SERVICE,98,A,38.83,-85.6677
FOOD SERVICE,96,A,38.2638,-85.6714
FOOD SERVICE,100,A,38.2471,-85.6237
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2582,-85.7871
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2582,-85.7871
FOOD SERVICE,,,38.2012,-85.6589
FOOD SERVICE,95,A,38.1997,-85.6616
"RETAIL-FOOD  10,000 SQ FT OR LESS",90,A,38.2604,-85.6874
FOOD SERVICE,100,A,38.2504,-85.6246
FOOD SERVICE,100,A,38.1371,0
"RETAIL-FOOD  10,000 SQ FT OR LESS",98,,38.2078,-85.7649
FOOD SERVICE,100,A,38.2111,-85.7516
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1777,-85.8426
SCHOOL CAFETERIA OR FOOD SERVICE,100,A,38.1778,0
FOOD SERVICE,100,A,38.2366,-85.576
FOOD SERVICE,100,A,38.2164,-85.5882
FOOD SERVICE,100,A,38.2544,-85.6934
PRE-PACKAGED RETAIL,92,,38.12795,-85.68002
FOOD SERVICE,100,A,38.215,-85.5396
FOOD SERVICE,100,A,38.1715,-85.8703
FOOD SERVICE,91,A,38.2239,-85.6874
"RETAIL-FOOD  10,000 SQ FT OR LESS",97,,38.227,-85.769
FOOD SERVICE,98,A,38.2292,-85.7579
FOOD SERVICE,96,A,38.2548,-85.7584
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,,38.2205,-85.6439
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.2205,-85.6292
FOOD SERVICE,,,38.2118,-85.7472
FOOD SERVICE,95,A,38.2432,-85.5776
FOOD SERVICE (DAY CARE / CHILD CARE CENTER,98,A,38.132,-85.7567
FOOD SERVICE,77,C,38.1427,-85.9371
FOOD SERVICE,94,A,38.3116,-85.5736
FOOD SERVICE,98,A,38.1703,-85.687
"RETAIL-FOOD  10,000 SQ FT OR LESS",100,A,38.3007,-85.5385
"RETAIL-FOOD  10,000 SQ FT OR LESS",96,,38.3007,-85.5385
FOOD SERVICE,97,A,38.2294,0
